from,to,species_label,individuals
DE027,PL001,0592,1
DE027,PL013,0592,1
DE027,SE061,0616,1
DE028,DK036,0072,1
DE028,DK019,0122,1
DE028,SE057,0122,1
DE028,DK100,0122,1
DE028,DE288,0152,1
DE028,DK104,0161,2
DE028,SE033,0186,1
DE028,DK111,0186,1
DE028,SE060,0186,1
DE028,DE148,0198,1
DE028,HU026,0469,1
DE028,SE055,0493,1
DE028,PL015,0582,2
DE028,UK073,0582,2
DE028,LT009,0582,1
DE028,DE289,0582,1
DE028,SE060,0582,1
DE028,DK047,0582,1
DE028,FI028,0582,1
DE028,SE060,0590,1
DE028,DE293,0592,1
DE028,DE049,0615,1
DE028,DE043,0615,1
DE031,NL056,0159,1
DE031,UK001,0186,1
DE032,DK071,0072,1
DE032,DK036,0072,1
DE032,NL019,0122,1
DE032,DE147,0122,1
DE032,DE341,0134,2
DE032,DE395,0134,1
DE032,DE149,0134,1
DE032,DE319,0134,1
DE032,DE151,0134,1
DE032,DE069,0134,1
DE032,DE288,0152,9
DE032,DE143,0152,2
DE032,DE326,0152,1
DE032,DE311,0152,1
DE032,DE371,0152,1
DE032,DK001,0152,1
DE032,DE121,0152,1
DE032,DE461,0152,1
DE032,DE142,0152,1
DE032,DE043,0152,1
DE032,UK016,0184,1
DE032,NL041,0186,1
DE032,NL078,0186,1
DE032,PL032,0186,1
DE032,FI078,0186,1
DE032,LT006,0493,1
DE032,LT054,0582,1
DE032,LT002,0582,1
DE032,PL015,0582,1
DE032,DE205,0582,1
DE032,LT005,0582,1
DE032,LT020,0582,1
DE032,FI078,0582,1
DE032,FI071,0582,1
DE032,FI045,0582,1
DE032,DE317,0592,21
DE032,DE158,0592,11
DE032,DE061,0592,11
DE032,DE052,0592,6
DE032,DE304,0592,6
DE032,DE288,0592,6
DE032,DE311,0592,5
DE032,DE289,0592,4
DE032,DE162,0592,4
DE032,DE040,0592,3
DE032,DE103,0592,3
DE032,DE143,0592,3
DE032,FI082,0592,2
DE032,DE096,0592,2
DE032,DE056,0592,2
DE032,DE106,0592,2
DE032,DE129,0592,2
DE032,DE161,0592,1
DE032,DE356,0592,1
DE032,DK131,0592,1
DE032,PL061,0592,1
DE032,PL063,0592,1
DE032,DE058,0592,1
DE032,DK113,0592,1
DE032,DE116,0592,1
DE032,DE286,0592,1
DE032,DK083,0592,1
DE032,DE293,0592,1
DE032,DK111,0592,1
DE032,DE072,0592,1
DE032,FI061,0592,1
DE032,DE045,0592,1
DE032,FI078,0592,1
DE032,DE043,0592,1
DE034,NL060,0167,1
DE034,UK270,0173,8
DE034,FR051,0173,7
DE034,NL001,0173,3
DE034,UK049,0173,3
DE034,UK001,0173,2
DE034,DK111,0173,2
DE034,DK053,0173,1
DE034,DK098,0173,1
DE034,DK075,0173,1
DE034,NL011,0173,1
DE034,DE289,0173,1
DE034,UK077,0173,1
DE034,UK025,0173,1
DE034,PL012,0173,1
DE034,DE058,0173,1
DE034,UK002,0173,1
DE034,UK014,0173,1
DE034,SE055,0173,1
DE034,SE055,0186,1
DE034,NL063,0186,1
DE034,NL040,0186,1
DE034,UK016,0186,1
DE034,UK001,0186,1
DE034,DK079,0206,6
DE034,DK031,0206,3
DE034,DK110,0206,1
DE034,FI077,0206,1
DE034,NL001,0206,1
DE034,SE055,0215,1
DE034,DK111,0450,3
DE034,DK105,0450,1
DE034,SE065,0450,1
DE034,DE304,0450,1
DE034,DE288,0450,1
DE034,DE043,0450,1
DE034,DK110,0450,1
DE034,DE288,0486,1
DE034,UK049,0486,1
DE034,UK077,0497,1
DE034,SE055,0512,18
DE034,PL013,0512,4
DE034,UK014,0512,4
DE034,FI083,0512,3
DE034,UK068,0512,2
DE034,DK130,0512,2
DE034,UK077,0512,2
DE034,NL028,0512,1
DE034,FR101,0512,1
DE034,FI045,0512,1
DE034,UK041,0512,1
DE034,PL012,0512,1
DE034,UK096,0512,1
DE034,LT003,0512,1
DE034,UK093,0512,1
DE034,UK016,0512,1
DE034,UK007,0512,1
DE034,SE061,0512,1
DE034,NL014,0512,1
DE034,FR101,0532,1
DE034,UK073,0541,1
DE034,DE206,0582,1
DE034,UK073,0582,1
DE034,LT030,0582,1
DE034,NL011,0582,1
DE034,DK001,0582,1
DE034,SE060,0582,1
DE034,SE055,0582,1
DE034,DK098,0582,1
DE034,DK111,0582,1
DE034,FI078,0582,1
DE034,FI082,0590,1
DE034,FI083,0590,1
DE034,UK074,0590,1
DE034,UK073,0590,1
DE034,DK014,0590,1
DE034,DK065,0592,8
DE034,NL011,0592,4
DE034,DK031,0592,1
DE034,DK111,0592,1
DE034,DK088,0592,1
DE034,DK112,0592,1
DE034,DK130,0592,1
DE034,DK049,0592,1
DE034,DE220,0592,1
DE034,DK007,0592,1
DE034,DK047,0592,1
DE034,DK083,0592,1
DE034,DE043,0592,1
DE034,NL001,0592,1
DE034,DK076,0592,1
DE034,DK082,0592,1
DE034,NL020,0592,1
DE034,DK043,0592,1
DE034,DK011,0600,1
DE034,DE291,0600,1
DE034,SE073,0600,1
DE034,NL001,0611,5
DE034,NL009,0611,2
DE034,NL020,0611,2
DE034,DK043,0611,2
DE034,DK038,0611,2
DE034,DK023,0611,1
DE034,DK083,0611,1
DE034,DK001,0611,1
DE034,NL032,0611,1
DE034,DK011,0611,1
DE034,DE304,0611,1
DE034,DK076,0611,1
DE034,NL001,0615,2
DE034,NL009,0615,1
DE034,NL011,0615,1
DE034,FI072,0615,1
DE034,FI091,0615,1
DE034,NL041,0615,1
DE034,NL001,0616,1
DE034,NL011,0616,1
DE034,NL009,0624,1
DE034,PL047,0624,1
DE034,SE057,0624,1
DE034,DK098,0624,1
DE034,DE288,0624,1
DE035,DK062,0134,1
DE035,SE055,0184,1
DE035,DK111,0186,2
DE035,SE055,0186,1
DE035,SE060,0186,1
DE035,DK110,0186,1
DE035,PL013,0186,1
DE035,DE257,0198,1
DE035,LT030,0582,2
DE035,LT054,0582,1
DE035,DK110,0582,1
DE035,SE060,0582,1
DE035,DE053,0582,1
DE035,DK083,0582,1
DE035,FI083,0582,1
DE035,FI075,0590,1
DE035,DE288,0592,4
DE035,DE317,0592,3
DE035,DE287,0592,2
DE035,DK023,0592,2
DE035,DK130,0592,1
DE035,DE158,0592,1
DE036,SE073,0072,1
DE036,DK031,0072,1
DE036,DE301,0122,1
DE036,SE070,0122,1
DE036,NL019,0122,1
DE036,DE056,0122,1
DE036,DE303,0134,1
DE036,DE106,0134,1
DE036,DE147,0152,2
DE036,DK071,0152,2
DE036,NL094,0152,1
DE036,FI083,0152,1
DE036,DE205,0152,1
DE036,DE288,0152,1
DE036,DE121,0152,1
DE036,NL016,0153,1
DE036,NL094,0159,1
DE036,PL032,0161,1
DE036,DE107,0161,1
DE036,DE288,0173,1
DE036,PL032,0184,5
DE036,UK001,0184,5
DE036,NL002,0184,2
DE036,SE055,0184,1
DE036,DE288,0184,1
DE036,DK111,0184,1
DE036,UK016,0184,1
DE036,UK077,0184,1
DE036,NL094,0184,1
DE036,NL040,0184,1
DE036,DK053,0184,1
DE036,NL051,0184,1
DE036,NL096,0184,1
DE036,SE055,0186,2
DE036,UK001,0186,1
DE036,DK008,0186,1
DE036,NL063,0186,1
DE036,NL051,0191,1
DE036,NL034,0429,1
DE036,NL038,0582,17
DE036,LT030,0582,13
DE036,SE060,0582,9
DE036,PL080,0582,7
DE036,PL012,0582,6
DE036,LT032,0582,5
DE036,DK111,0582,5
DE036,LT002,0582,3
DE036,DK082,0582,3
DE036,DE293,0582,2
DE036,FI078,0582,2
DE036,FI041,0582,2
DE036,DK109,0582,2
DE036,DE045,0582,2
DE036,LT020,0582,2
DE036,DK110,0582,2
DE036,NL094,0582,2
DE036,DE410,0582,2
DE036,LT014,0582,2
DE036,PL015,0582,1
DE036,LT009,0582,1
DE036,DE143,0582,1
DE036,PL001,0582,1
DE036,NL011,0582,1
DE036,DE456,0582,1
DE036,DK126,0582,1
DE036,NL049,0582,1
DE036,DK089,0582,1
DE036,LT004,0582,1
DE036,LT007,0582,1
DE036,NL089,0582,1
DE036,FI071,0582,1
DE036,DK084,0582,1
DE036,FI076,0582,1
DE036,LV022,0582,1
DE036,SE061,0582,1
DE036,FI027,0582,1
DE036,FI028,0582,1
DE036,NL071,0582,1
DE036,NL040,0582,1
DE036,FI043,0582,1
DE036,FI065,0582,1
DE036,FI068,0582,1
DE036,FI091,0582,1
DE036,FI078,0590,3
DE036,NL056,0590,1
DE036,NL044,0590,1
DE036,NL068,0590,1
DE036,FI082,0590,1
DE036,DE043,0590,1
DE036,DE158,0592,2
DE036,DK079,0592,2
DE036,DK030,0592,2
DE036,DK111,0592,1
DE036,DE311,0592,1
DE036,DK083,0592,1
DE036,NL010,0592,1
DE036,DK130,0592,1
DE036,DE096,0592,1
DE036,DE040,0592,1
DE036,DE458,0592,1
DE036,DK047,0592,1
DE036,DE061,0592,1
DE036,DK038,0611,2
DE036,NL020,0611,1
DE036,NL001,0611,1
DE036,FI082,0615,1
DE036,NL010,0615,1
DE036,UK122,0634,1
DE040,DK036,0072,29
DE040,DE044,0072,15
DE040,DK071,0072,8
DE040,DE304,0072,6
DE040,SE073,0072,5
DE040,DK084,0072,5
DE040,DK089,0072,4
DE040,PL014,0072,3
DE040,DK076,0072,3
DE040,DK007,0072,3
DE040,SE039,0072,2
DE040,SE019,0072,1
DE040,DK130,0072,1
DE040,SE049,0072,1
DE040,DK031,0072,1
DE040,DE312,0072,1
DE040,FI027,0072,1
DE040,FI080,0072,1
DE040,DK111,0072,1
DE040,PL032,0072,1
DE040,DE045,0122,1
DE040,SE018,0122,1
DE040,DE044,0122,1
DE040,DE056,0122,1
DE040,DE044,0134,4
DE040,DE106,0134,1
DE040,DE138,0134,1
DE040,DE304,0134,1
DE040,DE149,0134,1
DE040,DE389,0134,1
DE040,DE045,0152,343
DE040,PL012,0152,262
DE040,DE044,0152,37
DE040,DE142,0152,35
DE040,DE304,0152,28
DE040,DE288,0152,20
DE040,DE406,0152,18
DE040,DE143,0152,16
DE040,DE410,0152,15
DE040,LT023,0152,13
DE040,PL032,0152,13
DE040,PL013,0152,11
DE040,DE317,0152,10
DE040,DE152,0152,10
DE040,DE415,0152,9
DE040,DE311,0152,9
DE040,DK086,0152,8
DE040,PL002,0152,8
DE040,DK084,0152,8
DE040,DE139,0152,8
DE040,DE130,0152,7
DE040,DE146,0152,6
DE040,DE052,0152,5
DE040,PL024,0152,5
DE040,DE043,0152,5
DE040,DE205,0152,5
DE040,LT009,0152,5
DE040,DE470,0152,5
DE040,LT002,0152,5
DE040,LT003,0152,4
DE040,DK089,0152,4
DE040,UA001,0152,4
DE040,DE393,0152,4
DE040,PL061,0152,4
DE040,PL052,0152,4
DE040,DE396,0152,4
DE040,PL054,0152,3
DE040,DE054,0152,3
DE040,DE448,0152,3
DE040,PL036,0152,3
DE040,DE129,0152,3
DE040,SE061,0152,2
DE040,DK131,0152,2
DE040,NL052,0152,2
DE040,DE409,0152,2
DE040,PL023,0152,2
DE040,PL039,0152,2
DE040,PL057,0152,2
DE040,HU015,0152,2
DE040,DE407,0152,2
DE040,DE204,0152,2
DE040,DK110,0152,2
DE040,DE316,0152,2
DE040,PL003,0152,2
DE040,LT028,0152,2
DE040,DE136,0152,2
DE040,DE147,0152,2
DE040,PL006,0152,2
DE040,DE468,0152,2
DE040,DE456,0152,2
DE040,LT001,0152,2
DE040,LT047,0152,1
DE040,LT034,0152,1
DE040,LT042,0152,1
DE040,LT053,0152,1
DE040,HU018,0152,1
DE040,NL011,0152,1
DE040,PL005,0152,1
DE040,PL018,0152,1
DE040,DE059,0152,1
DE040,DE326,0152,1
DE040,DK105,0152,1
DE040,DE049,0152,1
DE040,PL038,0152,1
DE040,LT030,0152,1
DE040,DE137,0152,1
DE040,PL015,0152,1
DE040,DK080,0152,1
DE040,PL044,0152,1
DE040,DE391,0152,1
DE040,DE385,0152,1
DE040,DK130,0152,1
DE040,DE307,0152,1
DE040,DK111,0152,1
DE040,DE148,0152,1
DE040,DE144,0152,1
DE040,DE121,0152,1
DE040,DE150,0152,1
DE040,PL060,0152,1
DE040,DE138,0152,1
DE040,DK082,0152,1
DE040,DE068,0152,1
DE040,PL007,0152,1
DE040,DE206,0152,1
DE040,NL045,0152,1
DE040,DE325,0152,1
DE040,DE379,0152,1
DE040,DE413,0152,1
DE040,DE395,0152,1
DE040,DK109,0152,1
DE040,DK083,0152,1
DE040,DE313,0152,1
DE040,DE106,0153,1
DE040,NL045,0153,1
DE040,UK051,0153,1
DE040,NL040,0153,1
DE040,NL034,0153,1
DE040,NL043,0157,2
DE040,NL044,0157,1
DE040,NL051,0157,1
DE040,NL056,0159,6
DE040,NL075,0159,4
DE040,NL055,0159,2
DE040,NL015,0159,2
DE040,DE106,0159,2
DE040,NL051,0159,2
DE040,NL050,0159,2
DE040,NL034,0159,2
DE040,NL079,0159,1
DE040,NL045,0159,1
DE040,NL096,0159,1
DE040,DE151,0161,5
DE040,NL024,0161,2
DE040,DK130,0161,1
DE040,DE317,0161,1
DE040,FR051,0161,1
DE040,NL051,0161,1
DE040,DE304,0161,1
DE040,DE316,0161,1
DE040,NL038,0161,1
DE040,NL094,0184,1
DE040,UK001,0184,1
DE040,DE317,0186,4
DE040,SE055,0186,3
DE040,DK111,0186,1
DE040,FR058,0186,1
DE040,NL078,0186,1
DE040,NL041,0186,1
DE040,FI028,0186,1
DE040,LV018,0198,1
DE040,DK088,0203,2
DE040,DK130,0203,1
DE040,DE257,0203,1
DE040,PL054,0203,1
DE040,FI077,0206,1
DE040,DK079,0206,1
DE040,FI077,0215,2
DE040,SE049,0215,1
DE040,FI078,0215,1
DE040,DE304,0429,1
DE040,HU032,0433,1
DE040,SE042,0433,1
DE040,PL013,0496,1
DE040,PL013,0512,1
DE040,FR164,0518,1
DE040,DE390,0519,1
DE040,FR239,0546,1
DE040,FI083,0556,1
DE040,SE055,0561,1
DE040,DE045,0582,16
DE040,FI078,0582,8
DE040,DE304,0582,3
DE040,PL012,0582,3
DE040,PL080,0582,2
DE040,SE060,0582,2
DE040,LT054,0582,2
DE040,LT030,0582,2
DE040,LT002,0582,2
DE040,DE453,0582,1
DE040,UK073,0582,1
DE040,LT007,0582,1
DE040,NL056,0582,1
DE040,LT009,0582,1
DE040,UK006,0582,1
DE040,LT003,0582,1
DE040,DE456,0582,1
DE040,DK111,0582,1
DE040,FI028,0582,1
DE040,SE061,0582,1
DE040,FI079,0582,1
DE040,FI071,0582,1
DE040,FI041,0582,1
DE040,FI085,0582,1
DE040,FI083,0582,1
DE040,FI068,0582,1
DE040,FI077,0590,1
DE040,FI085,0590,1
DE040,FI088,0590,1
DE040,FI047,0590,1
DE040,FI078,0590,1
DE040,SE060,0590,1
DE040,FI082,0590,1
DE040,SE055,0590,1
DE040,FI061,0591,1
DE040,DE317,0592,24
DE040,DE304,0592,20
DE040,DK079,0592,17
DE040,DE052,0592,14
DE040,DE143,0592,13
DE040,PL001,0592,13
DE040,DE311,0592,12
DE040,DE307,0592,10
DE040,FI082,0592,9
DE040,DE044,0592,9
DE040,DE288,0592,9
DE040,DE158,0592,7
DE040,DK090,0592,6
DE040,DK082,0592,5
DE040,DE045,0592,5
DE040,DE289,0592,4
DE040,FI061,0592,4
DE040,PL080,0592,4
DE040,FI072,0592,4
DE040,DE043,0592,4
DE040,DE462,0592,4
DE040,DE096,0592,3
DE040,NL083,0592,3
DE040,FI062,0592,3
DE040,PL002,0592,3
DE040,NL001,0592,3
DE040,PL036,0592,3
DE040,DE410,0592,2
DE040,DE291,0592,2
DE040,SE060,0592,2
DE040,PL012,0592,2
DE040,SE061,0592,2
DE040,DK089,0592,2
DE040,DK113,0592,2
DE040,DK086,0592,2
DE040,DE157,0592,2
DE040,DE056,0592,2
DE040,DE129,0592,2
DE040,SE055,0592,2
DE040,DE152,0592,2
DE040,FI045,0592,2
DE040,DK111,0592,1
DE040,FI081,0592,1
DE040,DK083,0592,1
DE040,FI092,0592,1
DE040,DK047,0592,1
DE040,FI078,0592,1
DE040,FI020,0592,1
DE040,DK109,0592,1
DE040,DE162,0592,1
DE040,DK107,0592,1
DE040,DK130,0592,1
DE040,DE331,0592,1
DE040,SE071,0592,1
DE040,NL019,0592,1
DE040,DE069,0592,1
DE040,FI063,0592,1
DE040,SE073,0592,1
DE040,DE142,0592,1
DE040,PL009,0592,1
DE040,SE068,0592,1
DE040,PL013,0592,1
DE040,DE067,0592,1
DE040,NL029,0592,1
DE040,PL005,0592,1
DE040,RU224,0592,1
DE040,FI064,0592,1
DE040,LT002,0592,1
DE040,SE070,0592,1
DE040,UA028,0592,1
DE040,DE054,0592,1
DE040,SE049,0600,8
DE040,FI072,0600,4
DE040,DE143,0600,2
DE040,SE071,0600,2
DE040,PL005,0600,2
DE040,FI081,0600,2
DE040,FI077,0600,1
DE040,FI078,0600,1
DE040,EE001,0600,1
DE040,FI080,0600,1
DE040,DK079,0600,1
DE040,FI082,0600,1
DE040,SE068,0600,1
DE040,FI048,0600,1
DE040,DE304,0611,2
DE040,DK076,0611,1
DE040,FI045,0615,1
DE040,DE304,0624,1
DE040,SE049,0634,39
DE040,DK079,0634,9
DE040,FI075,0636,2
DE040,SE027,0636,2
DE040,FI093,0636,1
DE040,FI094,0636,1
DE040,FI045,0638,2
DE040,SE064,0638,1
DE043,DK036,0072,17
DE043,DK071,0072,15
DE043,DK084,0072,11
DE043,DE317,0072,4
DE043,DE312,0072,4
DE043,NL038,0072,4
DE043,DK076,0072,4
DE043,DE316,0072,1
DE043,DE304,0072,1
DE043,DE284,0072,1
DE043,NL034,0072,1
DE043,PL032,0072,1
DE043,DE371,0122,3
DE043,DK008,0122,2
DE043,DK038,0122,1
DE043,SE063,0122,1
DE043,DE371,0134,10
DE043,DE288,0134,3
DE043,DE316,0134,2
DE043,DE138,0134,2
DE043,DE047,0134,2
DE043,DE136,0134,1
DE043,DE311,0134,1
DE043,DE317,0134,1
DE043,DE044,0134,1
DE043,DE054,0134,1
DE043,DE203,0134,1
DE043,DE306,0134,1
DE043,DE314,0134,1
DE043,DE151,0134,1
DE043,DE288,0144,1
DE043,DE288,0152,272
DE043,DE371,0152,43
DE043,DE311,0152,30
DE043,DK083,0152,25
DE043,DE293,0152,12
DE043,DE049,0152,12
DE043,DE143,0152,11
DE043,DE319,0152,10
DE043,DE304,0152,8
DE043,DE138,0152,7
DE043,DE400,0152,7
DE043,DE137,0152,6
DE043,DE121,0152,5
DE043,DK086,0152,5
DE043,DE129,0152,5
DE043,DE050,0152,5
DE043,DE468,0152,5
DE043,DE139,0152,4
DE043,DE148,0152,4
DE043,DE326,0152,4
DE043,DK130,0152,4
DE043,DE124,0152,4
DE043,DK121,0152,4
DE043,DE406,0152,4
DE043,DE204,0152,4
DE043,DE456,0152,4
DE043,DE415,0152,4
DE043,DE151,0152,3
DE043,DK082,0152,3
DE043,DE141,0152,3
DE043,DE120,0152,2
DE043,DE128,0152,2
DE043,DE355,0152,2
DE043,DE047,0152,2
DE043,PL012,0152,2
DE043,DE317,0152,2
DE043,DE307,0152,2
DE043,DE106,0152,2
DE043,DE413,0152,2
DE043,DE067,0152,2
DE043,DE149,0152,2
DE043,DK084,0152,1
DE043,NL040,0152,1
DE043,NL034,0152,1
DE043,LT002,0152,1
DE043,LT009,0152,1
DE043,DE459,0152,1
DE043,PL040,0152,1
DE043,NL070,0152,1
DE043,DK124,0152,1
DE043,DK088,0152,1
DE043,DE127,0152,1
DE043,DK008,0152,1
DE043,LT028,0152,1
DE043,DE300,0152,1
DE043,DE130,0152,1
DE043,DK072,0152,1
DE043,NO045,0152,1
DE043,DK089,0152,1
DE043,DE075,0152,1
DE043,DE133,0152,1
DE043,DE363,0152,1
DE043,DK094,0152,1
DE043,DE134,0152,1
DE043,DK109,0152,1
DE043,LT030,0152,1
DE043,DK071,0152,1
DE043,DE070,0152,1
DE043,DE458,0152,1
DE043,DE206,0152,1
DE043,DE391,0152,1
DE043,DE470,0152,1
DE043,DE392,0152,1
DE043,DE344,0152,1
DE043,DE163,0152,1
DE043,DE205,0152,1
DE043,DE142,0152,1
DE043,DE410,0152,1
DE043,DE379,0152,1
DE043,DE054,0152,1
DE043,DE306,0152,1
DE043,DE286,0152,1
DE043,DE147,0152,1
DE043,DE403,0152,1
DE043,DE387,0152,1
DE043,DE288,0154,5
DE043,NL107,0154,1
DE043,DK024,0154,1
DE043,DK105,0154,1
DE043,FI036,0154,1
DE043,DK072,0154,1
DE043,DE151,0154,1
DE043,DE128,0154,1
DE043,NL043,0157,4
DE043,NL045,0157,2
DE043,NL058,0157,2
DE043,NL044,0157,1
DE043,NL051,0157,1
DE043,NL075,0157,1
DE043,NL056,0159,5
DE043,NL060,0159,3
DE043,NL094,0159,1
DE043,NL075,0159,1
DE043,NL043,0159,1
DE043,NL055,0159,1
DE043,NL045,0159,1
DE043,NL044,0159,1
DE043,DE151,0161,15
DE043,DE288,0161,12
DE043,NL038,0161,7
DE043,DE304,0161,2
DE043,NL015,0161,2
DE043,DK109,0161,1
DE043,DE306,0161,1
DE043,DE049,0161,1
DE043,DE311,0161,1
DE043,DE162,0161,1
DE043,DE137,0161,1
DE043,NL042,0161,1
DE043,PL054,0161,1
DE043,DE312,0161,1
DE043,SE073,0166,1
DE043,DE288,0173,3
DE043,DE289,0173,1
DE043,UK001,0182,1
DE043,SE055,0184,1
DE043,DK008,0184,1
DE043,SE055,0186,5
DE043,DK111,0186,3
DE043,UK001,0186,2
DE043,DK071,0186,2
DE043,DK053,0186,1
DE043,NL073,0186,1
DE043,DK089,0186,1
DE043,FI028,0186,1
DE043,UK077,0186,1
DE043,NL056,0186,1
DE043,DE304,0186,1
DE043,NL054,0186,1
DE043,FI077,0203,2
DE043,DE406,0203,1
DE043,NL038,0203,1
DE043,FI082,0206,1
DE043,FI078,0206,1
DE043,FI096,0206,1
DE043,DK079,0206,1
DE043,DE288,0221,2
DE043,DK130,0221,1
DE043,DE304,0221,1
DE043,NL034,0221,1
DE043,DK031,0221,1
DE043,DE371,0424,1
DE043,NL039,0429,1
DE043,DE059,0429,1
DE043,DK088,0429,1
DE043,DE121,0429,1
DE043,NL020,0429,1
DE043,DE049,0429,1
DE043,DE371,0429,1
DE043,NL096,0429,1
DE043,DE048,0429,1
DE043,NL068,0429,1
DE043,NL044,0429,1
DE043,NL034,0429,1
DE043,NL001,0429,1
DE043,FR227,0429,1
DE043,DE293,0429,1
DE043,UK001,0429,1
DE043,DE288,0450,7
DE043,NL013,0450,1
DE043,NL002,0450,1
DE043,DE288,0470,4
DE043,FR064,0470,1
DE043,UA005,0470,1
DE043,DE288,0496,7
DE043,PL013,0496,1
DE043,FR032,0496,1
DE043,UK077,0496,1
DE043,LT003,0509,1
DE043,PL013,0512,8
DE043,PL012,0512,2
DE043,FI083,0512,2
DE043,SE055,0512,1
DE043,NL086,0519,1
DE043,DE288,0534,1
DE043,DE288,0538,1
DE043,DE288,0546,36
DE043,FR062,0546,4
DE043,FR051,0546,4
DE043,FR060,0546,4
DE043,FR064,0546,2
DE043,SE061,0546,1
DE043,FR227,0546,1
DE043,FR045,0546,1
DE043,FR234,0546,1
DE043,PL013,0546,1
DE043,FR023,0546,1
DE043,LT003,0546,1
DE043,ES100,0546,1
DE043,FR118,0546,1
DE043,FR033,0546,1
DE043,DE195,0546,1
DE043,FR030,0546,1
DE043,DE094,0546,1
DE043,FR101,0546,1
DE043,SE055,0556,1
DE043,PL013,0556,1
DE043,FR272,0556,1
DE043,ES223,0556,1
DE043,ES144,0556,1
DE043,DE288,0561,3
DE043,NL031,0561,1
DE043,FR108,0561,1
DE043,FI028,0561,1
DE043,NL013,0561,1
DE043,NL092,0575,1
DE043,UK007,0575,1
DE043,UK010,0575,1
DE043,PL080,0582,9
DE043,FI078,0582,6
DE043,LT030,0582,6
DE043,NL038,0582,5
DE043,UK073,0582,5
DE043,LT009,0582,3
DE043,DE049,0582,3
DE043,LT003,0582,3
DE043,SE060,0582,3
DE043,FI083,0582,3
DE043,DE293,0582,2
DE043,LT020,0582,2
DE043,LT054,0582,2
DE043,NL056,0582,2
DE043,LT006,0582,2
DE043,LT002,0582,2
DE043,LT014,0582,2
DE043,UK010,0582,1
DE043,PL012,0582,1
DE043,NL013,0582,1
DE043,PL054,0582,1
DE043,UK058,0582,1
DE043,DE206,0582,1
DE043,PL014,0582,1
DE043,UK042,0582,1
DE043,PL015,0582,1
DE043,LT032,0582,1
DE043,LV022,0582,1
DE043,DE058,0582,1
DE043,UK047,0582,1
DE043,LT007,0582,1
DE043,DE288,0582,1
DE043,DK017,0582,1
DE043,DE316,0582,1
DE043,DE052,0582,1
DE043,NL044,0582,1
DE043,SE055,0582,1
DE043,DE366,0582,1
DE043,DK098,0582,1
DE043,DK084,0582,1
DE043,DE048,0582,1
DE043,NL094,0582,1
DE043,FI041,0582,1
DE043,DE289,0582,1
DE043,FI073,0582,1
DE043,FI050,0582,1
DE043,DE288,0590,37
DE043,DE107,0590,2
DE043,NL052,0590,2
DE043,FI078,0590,2
DE043,NL071,0590,2
DE043,UK077,0590,2
DE043,NL068,0590,2
DE043,NL044,0590,2
DE043,FI077,0590,1
DE043,NL073,0590,1
DE043,DE331,0590,1
DE043,FI081,0590,1
DE043,NL053,0590,1
DE043,NL024,0590,1
DE043,NL045,0590,1
DE043,DE158,0590,1
DE043,PL080,0590,1
DE043,UK009,0590,1
DE043,NL034,0590,1
DE043,NL038,0590,1
DE043,NL001,0590,1
DE043,FI075,0590,1
DE043,DK110,0590,1
DE043,SE060,0590,1
DE043,NL057,0590,1
DE043,NL002,0590,1
DE043,DE058,0590,1
DE043,DK098,0590,1
DE043,DE298,0590,1
DE043,NL015,0590,1
DE043,DE311,0592,436
DE043,DE288,0592,207
DE043,DE304,0592,84
DE043,DK079,0592,64
DE043,PL001,0592,40
DE043,FI082,0592,34
DE043,DK082,0592,32
DE043,DK084,0592,23
DE043,DE317,0592,20
DE043,DE158,0592,19
DE043,DE289,0592,15
DE043,SE060,0592,15
DE043,DE044,0592,14
DE043,DE162,0592,13
DE043,DK110,0592,12
DE043,DK130,0592,12
DE043,DK083,0592,11
DE043,SE061,0592,9
DE043,DE149,0592,9
DE043,DE307,0592,8
DE043,NL001,0592,8
DE043,DK071,0592,8
DE043,DE291,0592,7
DE043,DE116,0592,7
DE043,FI081,0592,6
DE043,FI080,0592,6
DE043,DK089,0592,6
DE043,FI072,0592,6
DE043,DE306,0592,6
DE043,LT001,0592,5
DE043,FI027,0592,5
DE043,NL034,0592,5
DE043,PL080,0592,5
DE043,DK090,0592,4
DE043,DK047,0592,4
DE043,DE096,0592,4
DE043,PL009,0592,4
DE043,DE058,0592,4
DE043,PL013,0592,4
DE043,FI077,0592,3
DE043,RU224,0592,3
DE043,FI041,0592,3
DE043,DE103,0592,3
DE043,DK072,0592,3
DE043,DK075,0592,3
DE043,DE462,0592,3
DE043,DE456,0592,3
DE043,NL010,0592,3
DE043,FI089,0592,2
DE043,FI078,0592,2
DE043,FI062,0592,2
DE043,DE061,0592,2
DE043,DE286,0592,2
DE043,DK111,0592,2
DE043,NL013,0592,2
DE043,NL083,0592,2
DE043,DK065,0592,1
DE043,FI092,0592,1
DE043,NL049,0592,1
DE043,FI052,0592,1
DE043,DK080,0592,1
DE043,DK025,0592,1
DE043,DE056,0592,1
DE043,FR062,0592,1
DE043,DE293,0592,1
DE043,FI063,0592,1
DE043,DE154,0592,1
DE043,DE099,0592,1
DE043,DE097,0592,1
DE043,DE367,0592,1
DE043,DE069,0592,1
DE043,NL051,0592,1
DE043,DK093,0592,1
DE043,DK087,0592,1
DE043,PL012,0592,1
DE043,SE064,0592,1
DE043,SE065,0592,1
DE043,DK124,0592,1
DE043,DE101,0592,1
DE043,DK053,0592,1
DE043,DK045,0592,1
