from,to,species_label,individuals
AL001,SE061,0072,1
AL001,DE044,0072,1
AL001,NL079,0072,1
AL001,DK007,0072,1
AL001,EE067,0072,1
AL001,EE030,0072,1
AL001,AT004,0144,1
AL001,CH014,0186,1
AL001,DE452,0429,1
AL001,LT030,0429,1
AL001,HU012,0582,1
AL001,FI078,0582,1
AL003,EE030,0072,1
AL003,LV022,0582,1
AL004,GR020,0089,2
AL004,GR028,0089,1
AL004,GR023,0089,1
AL005,FI075,0606,1
AL006,DK036,0072,2
AL006,DK071,0072,1
AL006,DE044,0072,1
AL006,NL034,0072,1
AL006,HU012,0121,1
AL006,DE257,0182,1
AL006,HU026,0582,1
AL006,FI080,0606,1
AL007,DK036,0072,2
AL007,SE073,0072,1
AL007,AT003,0121,1
AL007,HU030,0161,1
AL007,DE257,0182,1
AL007,IT062,0186,1
AL007,NL096,0189,1
AL007,IT062,0191,1
AL007,ES321,0455,1
AL007,FI075,0606,1
AL012,DK036,0072,1
AL012,DK071,0072,1
AL012,HU004,0144,1
AL012,IT082,0191,1
AL014,PL032,0072,1
AL014,FI080,0606,2
AL014,SE064,0606,1
AL015,IT193,0184,1
AL015,HU030,0186,1
AL015,IT193,0429,1
AL015,SE055,0512,1
AL015,PL056,0545,1
AL015,FI045,0606,1
AL015,FI027,0606,1
AT001,SE073,0072,1
AT001,CZ008,0122,1
AT001,AT033,0122,1
AT001,SI013,0122,1
AT001,IT133,0124,1
AT001,IT091,0124,1
AT001,AT010,0124,1
AT001,AT003,0134,2
AT001,HR009,0134,1
AT001,AT002,0134,1
AT001,AT003,0144,1
AT001,HU026,0144,1
AT001,HU002,0144,1
AT001,HU015,0152,2
AT001,AT003,0152,1
AT001,AT002,0152,1
AT001,PL061,0152,1
AT001,NL045,0157,2
AT001,HU003,0159,1
AT001,DE160,0159,1
AT001,CZ010,0159,1
AT001,HU004,0159,1
AT001,PL059,0159,1
AT001,DE137,0159,1
AT001,BE017,0159,1
AT001,AT003,0161,25
AT001,PL054,0161,7
AT001,DK008,0161,6
AT001,PL032,0161,3
AT001,PL035,0161,2
AT001,CZ008,0161,2
AT001,DE151,0161,1
AT001,AT002,0161,1
AT001,CZ009,0161,1
AT001,PL041,0161,1
AT001,BG077,0184,1
AT001,IT052,0184,1
AT001,FR234,0184,1
AT001,NL044,0184,1
AT001,IT193,0186,1
AT001,AT003,0186,1
AT001,IT082,0186,1
AT001,IT193,0429,1
AT001,IT062,0429,1
AT001,IT074,0456,1
AT001,IT123,0456,1
AT001,IT071,0456,1
AT001,ES148,0456,1
AT001,DE289,0456,1
AT001,AT017,0469,1
AT001,DE196,0469,1
AT001,FR239,0477,1
AT001,IT077,0477,1
AT001,FR051,0485,1
AT001,FR032,0493,2
AT001,AT003,0493,2
AT001,IT072,0493,1
AT001,ES140,0493,1
AT001,FR198,0493,1
AT001,BE018,0493,1
AT001,FR239,0493,1
AT001,ES205,0493,1
AT001,FR069,0493,1
AT001,FR110,0493,1
AT001,ES208,0493,1
AT001,FR061,0493,1
AT001,FR190,0493,1
AT001,IT027,0493,1
AT001,UK077,0496,1
AT001,FR235,0501,1
AT001,IT064,0501,1
AT001,SE055,0509,1
AT001,PL012,0509,1
AT001,PL012,0512,6
AT001,PL013,0512,5
AT001,IT071,0512,3
AT001,SE055,0512,2
AT001,FR159,0512,1
AT001,PL058,0512,1
AT001,BY036,0512,1
AT001,IT062,0512,1
AT001,DE288,0512,1
AT001,UA092,0512,1
AT001,FR245,0512,1
AT001,IT064,0512,1
AT001,EE067,0512,1
AT001,FR032,0517,1
AT001,FR051,0519,3
AT001,FR239,0519,2
AT001,FR147,0519,2
AT001,FR094,0519,1
AT001,ES148,0519,1
AT001,FR045,0519,1
AT001,FR014,0519,1
AT001,IT022,0519,1
AT001,FR212,0519,1
AT001,FR252,0519,1
AT001,FR150,0519,1
AT001,FR159,0519,1
AT001,IT023,0519,1
AT001,IT071,0519,1
AT001,FR234,0519,1
AT001,BG099,0546,1
AT001,SE055,0554,3
AT001,PL012,0554,2
AT001,DE196,0554,1
AT001,IT072,0582,14
AT001,IT070,0582,6
AT001,IT073,0582,6
AT001,IT064,0582,4
AT001,IT061,0582,3
AT001,HU032,0582,2
AT001,IT071,0582,2
AT001,ES148,0582,2
AT001,IT062,0582,2
AT001,HU014,0582,2
AT001,HR020,0582,2
AT001,IT075,0582,2
AT001,IT193,0582,2
AT001,SK007,0582,1
AT001,IT153,0582,1
AT001,HU022,0582,1
AT001,AT055,0582,1
AT001,IT063,0582,1
AT001,AT002,0582,1
AT001,HU026,0582,1
AT001,FR227,0582,1
AT001,BE018,0582,1
AT001,CZ010,0582,1
AT001,FR109,0582,1
AT001,BA001,0582,1
AT001,IT068,0582,1
AT001,IT159,0582,1
AT001,AT003,0582,1
AT001,IT091,0582,1
AT001,IT069,0582,1
AT001,HR023,0582,1
AT001,CH006,0582,1
AT001,HU002,0582,1
AT001,IT076,0582,1
AT001,AT003,0615,5
AT001,IT036,0615,1
AT001,HU003,0615,1
AT001,AT002,0615,1
AT002,SE049,0072,1
AT002,HU004,0104,1
AT002,AT017,0104,1
AT002,HU011,0121,1
AT002,SK007,0121,1
AT002,AT003,0124,2
AT002,AT004,0134,2
AT002,AT003,0134,1
AT002,HU003,0134,1
AT002,AT003,0152,9
AT002,PL054,0152,2
AT002,SK004,0152,2
AT002,HU004,0152,1
AT002,AT015,0152,1
AT002,DE304,0152,1
AT002,NL054,0159,1
AT002,CZ009,0161,4
AT002,CZ008,0161,3
AT002,AT003,0161,3
AT002,AT004,0161,2
AT002,PL054,0161,2
AT002,HR021,0161,1
AT002,PL032,0161,1
AT002,SK007,0161,1
AT002,PL032,0186,1
AT002,FI028,0194,1
AT002,IT203,0407,1
AT002,FR220,0407,1
AT002,FR267,0407,1
AT002,ES137,0407,1
AT002,FR234,0407,1
AT002,AT049,0408,1
AT002,HU001,0410,1
AT002,IT070,0410,1
AT002,IT193,0429,1
AT002,FR055,0493,1
AT002,IT017,0519,1
AT002,FR234,0554,1
AT002,AT003,0582,2
AT003,SE073,0072,1
AT003,FR239,0119,1
AT003,HR001,0121,3
AT003,SK007,0121,2
AT003,IT061,0121,1
AT003,CZ012,0121,1
AT003,HU015,0121,1
AT003,CZ010,0121,1
AT003,HU002,0121,1
AT003,HU008,0121,1
AT003,IT064,0121,1
AT003,AT010,0121,1
AT003,HU006,0121,1
AT003,SI012,0121,1
AT003,IT062,0121,1
AT003,HR013,0121,1
AT003,HU003,0121,1
AT003,AT006,0121,1
AT003,PL018,0122,1
AT003,IT205,0122,1
AT003,HU010,0122,1
AT003,AT010,0122,1
AT003,FR029,0122,1
AT003,HR020,0122,1
AT003,AT043,0122,1
AT003,AT020,0122,1
AT003,IT203,0122,1
AT003,IT062,0122,1
AT003,AT017,0124,1
AT003,HU005,0124,1
AT003,HU003,0124,1
AT003,AT024,0124,1
AT003,GR012,0124,1
AT003,CY007,0124,1
AT003,IT094,0124,1
AT003,AT004,0134,3
AT003,HU003,0134,3
AT003,AT012,0134,1
AT003,AT006,0134,1
AT003,HU004,0134,1
AT003,DE590,0134,1
AT003,CZ007,0134,1
AT003,DE228,0134,1
AT003,BG095,0134,1
AT003,HU012,0134,1
AT003,CZ010,0134,1
AT003,CZ009,0134,1
AT003,HU005,0134,1
AT003,HU011,0144,2
AT003,HU002,0144,1
AT003,PL070,0144,1
AT003,AT015,0152,17
AT003,SK004,0152,15
AT003,SI012,0152,4
AT003,HU004,0152,4
AT003,AT004,0152,3
AT003,HU005,0152,3
AT003,SK007,0152,1
AT003,HU018,0152,1
AT003,SI006,0152,1
AT003,HU015,0152,1
AT003,HU006,0152,1
AT003,AT044,0152,1
AT003,PL052,0152,1
AT003,CZ014,0152,1
AT003,NL058,0157,1
AT003,NL051,0157,1
AT003,CZ009,0161,23
AT003,CZ008,0161,19
AT003,CZ010,0161,10
AT003,AT004,0161,5
AT003,PL054,0161,3
AT003,PL032,0161,3
AT003,DE044,0161,3
AT003,DE304,0161,3
AT003,AT010,0161,2
AT003,DK008,0161,2
AT003,IT096,0161,1
AT003,DK087,0161,1
AT003,NL009,0161,1
AT003,IT069,0161,1
AT003,IT193,0161,1
AT003,HU032,0161,1
AT003,EE067,0161,1
AT003,DE040,0161,1
AT003,DK083,0161,1
AT003,DE313,0161,1
AT003,IT072,0161,1
AT003,DE363,0161,1
AT003,DE151,0161,1
AT003,IT098,0161,1
AT003,FI079,0179,1
AT003,NL094,0184,1
AT003,IT147,0186,1
AT003,IT193,0186,1
AT003,RU222,0186,1
AT003,HU003,0186,1
AT003,HU001,0186,1
AT003,AT014,0186,1
AT003,SK002,0186,1
AT003,PL032,0186,1
AT003,UK001,0191,1
AT003,IT064,0194,1
AT003,FR014,0407,1
AT003,FR234,0407,1
AT003,IT061,0407,1
AT003,IT070,0456,1
AT003,GR029,0456,1
AT003,IT188,0456,1
AT003,AT013,0456,1
AT003,IT075,0456,1
AT003,IT203,0456,1
AT003,GR044,0456,1
AT003,BG035,0456,1
AT003,IT074,0456,1
AT003,IT071,0477,1
AT003,IT078,0493,1
AT003,HU003,0493,1
AT003,ES287,0493,1
AT003,PT026,0519,1
AT003,IT072,0546,1
AT003,LT003,0556,1
AT003,HU026,0575,1
AT003,FR005,0575,1
AT003,IT072,0582,9
AT003,IT064,0582,8
AT003,IT071,0582,5
AT003,IT022,0582,2
AT003,IT062,0582,2
AT003,NL094,0582,2
AT003,FR213,0582,1
AT003,IT069,0582,1
AT003,CZ007,0582,1
AT003,BE004,0582,1
AT003,FR240,0582,1
AT003,ES148,0582,1
AT003,IT203,0582,1
AT003,IT185,0582,1
AT003,DE246,0582,1
AT003,IT061,0582,1
AT003,SK002,0615,1
AT003,HU022,0615,1
AT003,HU014,0615,1
AT003,FR239,0627,1
AT004,HR001,0121,1
AT004,HU003,0121,1
AT004,CZ012,0121,1
AT004,HU002,0121,1
AT004,BA001,0121,1
AT004,HU014,0121,1
AT004,IT072,0121,1
AT004,SK002,0122,3
AT004,HU007,0122,2
AT004,AT010,0122,2
AT004,AT017,0122,1
AT004,UA056,0122,1
AT004,HU003,0122,1
AT004,AT018,0122,1
AT004,DE098,0122,1
AT004,IT117,0122,1
AT004,IT067,0122,1
AT004,IT066,0122,1
AT004,DE423,0122,1
AT004,IT205,0122,1
AT004,PL073,0122,1
AT004,SI006,0124,1
AT004,IT166,0144,1
AT004,GR081,0144,1
AT004,IT145,0144,1
AT004,IT153,0144,1
AT004,IT193,0144,1
AT004,AT006,0144,1
AT004,FI096,0161,1
AT004,PL032,0161,1
AT004,DE257,0182,1
AT004,NL051,0191,1
AT006,HU004,0122,1
AT007,DE601,0134,1
AT007,NL041,0517,1
AT007,FR198,0529,1
AT008,DE406,0152,1
AT008,DE137,0152,1
AT008,LT030,0582,1
AT008,AT015,0582,1
AT008,FI078,0582,1
AT008,RU225,0582,1
AT008,CH005,0582,1
AT008,FI092,0582,1
AT009,AT015,0152,29
AT009,PL036,0152,2
AT009,PL054,0152,1
AT009,CZ008,0152,1
AT009,PL044,0152,1
AT009,AT015,0582,3
AT009,LV022,0582,2
AT009,CH005,0582,2
AT009,FI078,0582,2
AT009,SE060,0582,1
AT010,DK036,0072,1
AT010,PL061,0134,1
AT010,AT015,0152,1
AT010,PL032,0161,1
AT010,CZ008,0161,1
AT010,PL052,0186,1
AT010,DE257,0407,1
AT012,ES244,0541,1
AT013,SE049,0072,1
AT013,FI080,0072,1
AT013,AT042,0134,1
AT013,DE139,0152,1
AT014,SE073,0072,1
AT014,HU026,0582,1
AT014,SE050,0582,1
AT015,SE073,0072,1
AT015,SE069,0072,1
AT015,PL021,0122,1
AT015,PL052,0152,4
AT015,AT033,0152,4
AT015,PL061,0152,3
AT015,CZ014,0152,3
AT015,PL054,0152,3
AT015,DE205,0152,3
AT015,DE317,0152,2
AT015,SK004,0152,2
AT015,CZ012,0152,2
AT015,DE456,0152,2
AT015,DE474,0152,2
AT015,HU005,0152,1
AT015,CZ008,0152,1
AT015,DE293,0152,1
AT015,CZ015,0152,1
AT015,HU018,0152,1
AT015,PL012,0152,1
AT015,DE045,0152,1
AT015,PL013,0152,1
AT015,PL044,0152,1
AT015,DE390,0152,1
AT015,PL056,0152,1
AT015,SK003,0152,1
AT015,DE148,0152,1
AT015,DE406,0152,1
AT015,DE468,0152,1
AT015,DE136,0152,1
AT015,DE470,0152,1
AT015,DE257,0186,1
AT015,CH002,0429,1
AT015,IT064,0519,1
AT015,FI078,0582,4
AT015,DE456,0582,2
AT015,PL054,0582,2
AT015,PL012,0582,2
AT015,NL094,0582,2
AT015,HU012,0582,1
AT015,LT054,0582,1
AT015,AT055,0582,1
AT015,LT005,0582,1
AT015,LT032,0582,1
AT015,SE060,0582,1
AT015,SE050,0582,1
AT015,FI071,0582,1
AT015,FI019,0582,1
AT016,DE242,0134,1
AT017,PL032,0072,1
AT017,GR086,0104,1
AT017,CY001,0104,1
AT017,HU004,0121,1
AT017,PL023,0122,2
AT017,DE455,0134,1
AT017,DE261,0134,1
AT017,DE137,0134,1
AT017,DE390,0152,1
AT017,DE040,0152,1
AT017,PL052,0186,1
AT017,HU014,0469,1
AT017,BE030,0493,1
AT017,UK045,0493,1
AT017,FI078,0582,3
AT017,LV022,0582,1
AT017,HU012,0582,1
AT017,FI041,0591,1
AT018,HU004,0124,1
AT018,DE274,0134,1
AT018,PL054,0161,1
AT019,FI079,0184,1
AT020,AT033,0152,1
AT020,NL001,0186,1
AT020,PL036,0592,1
AT020,PL061,0592,1
AT027,AT033,0152,1
AT027,DE257,0186,1
AT027,PL015,0582,1
AT028,FI080,0072,1
AT029,DE610,0134,1
AT031,DK016,0134,1
AT032,DE264,0134,1
AT032,DE257,0186,1
AT032,DE276,0429,1
AT032,CH006,0582,1
AT033,SE073,0072,4
AT033,DK076,0072,1
AT033,FI080,0072,1
AT033,DK013,0122,1
AT033,PL023,0122,1
AT033,PL018,0122,1
AT033,NL065,0134,1
AT033,DE205,0134,1
AT033,CZ008,0152,15
AT033,DE205,0152,10
AT033,PL052,0152,7
AT033,DE211,0152,5
AT033,DE040,0152,3
AT033,PL054,0152,2
AT033,DE470,0152,2
AT033,CZ006,0152,2
AT033,CZ007,0152,2
AT033,HU005,0152,1
AT033,DE406,0152,1
AT033,AT047,0152,1
AT033,DE456,0152,1
AT033,CZ009,0152,1
AT033,PL036,0152,1
AT033,PL061,0152,1
AT033,DE142,0152,1
AT033,CZ003,0152,1
AT033,DE452,0152,1
AT033,DE257,0182,1
AT033,DE257,0184,1
AT033,FR235,0184,1
AT033,LT030,0186,2
AT033,LT031,0186,1
AT033,PL032,0186,1
AT033,DE148,0203,1
AT033,PL054,0203,1
AT033,FR213,0470,1
AT033,FR222,0529,1
AT033,FR136,0529,1
AT033,FI071,0582,2
AT033,PL054,0582,1
AT033,LT032,0582,1
AT033,LT030,0582,1
AT033,PL013,0592,1
AT034,PL018,0122,1
AT034,FI078,0582,1
AT035,DE429,0134,1
AT035,DE262,0134,1
AT035,DE262,0429,1
AT035,DE151,0429,1
AT036,DE239,0134,1
AT036,DE257,0186,1
AT036,PL032,0186,1
AT036,FR213,0493,1
AT036,SE055,0554,1
AT036,PL054,0582,1
AT037,DK036,0072,1
AT037,HU004,0124,1
AT037,DE149,0134,1
AT037,DE257,0182,4
AT037,FR229,0184,1
AT037,FR152,0184,1
AT037,RU051,0184,1
AT037,DK111,0184,1
AT037,LT003,0186,1
AT037,DE205,0429,2
AT037,DE282,0429,1
AT037,DE262,0429,1
AT037,AT043,0493,1
AT037,SE033,0501,1
AT037,ES280,0519,1
AT037,IT139,0519,1
AT037,IT068,0519,1
AT037,FR245,0519,1
AT037,PL012,0546,1
AT037,FR239,0554,1
AT037,FR239,0582,1
AT037,DE269,0582,1
AT037,FR235,0582,1
AT037,DE263,0582,1
AT037,DE159,0582,1
AT037,ES148,0582,1
AT037,CH002,0582,1
AT037,CH004,0582,1
AT037,DE615,0582,1
AT037,DE284,0582,1
AT037,FR170,0582,1
AT037,DE600,0582,1
AT037,DE282,0582,1
AT037,DE205,0582,1
AT037,FI077,0582,1
AT037,AT038,0615,1
AT038,HU004,0104,1
AT038,DE205,0122,1
AT039,NL076,0124,1
AT039,IT062,0512,1
AT041,DE203,0134,1
AT041,AT042,0134,1
AT041,DE275,0134,1
AT041,CH002,0203,1
AT042,SI014,0134,1
AT042,DE220,0134,1
AT042,DE141,0134,1
AT042,SI009,0134,1
AT042,DE304,0161,1
AT043,LT013,0134,1
AT043,RU001,0134,1
AT043,SI013,0134,1
AT043,HU012,0469,1
AT044,SI013,0134,1
AT044,BE005,0493,1
AT044,FI082,0606,1
AT046,DK071,0072,1
AT046,IT117,0072,1
AT046,PL018,0122,1
AT046,DE226,0134,1
AT046,PL054,0582,1
AT047,DE616,0186,1
AT047,LT030,0582,1
AT050,DE263,0072,1
AT051,DE275,0134,1
AT054,DK036,0072,2
AT054,SE049,0072,1
AT054,PL032,0072,1
AT054,PL018,0122,1
AT054,DE278,0122,1
AT054,AT055,0134,3
AT054,FR240,0134,1
AT054,CH003,0134,1
AT054,CH014,0134,1
AT054,DE374,0134,1
AT054,DE224,0134,1
AT054,PL032,0186,1
AT054,DE257,0429,1
AT055,DE550,0009,1
AT055,DK036,0072,32
AT055,DE284,0072,24
AT055,DK071,0072,14
AT055,DK007,0072,11
AT055,DK084,0072,11
AT055,NL038,0072,3
AT055,DK038,0072,3
AT055,NL079,0072,3
AT055,DE215,0072,2
AT055,CH009,0072,2
AT055,SE073,0072,2
AT055,PL032,0072,2
AT055,DE043,0072,2
AT055,CH013,0072,2
AT055,DE048,0072,2
AT055,DE262,0072,2
AT055,DK076,0072,2
AT055,DK047,0072,2
AT055,NL051,0072,1
AT055,DK130,0072,1
AT055,DE044,0072,1
AT055,DE304,0072,1
AT055,IT082,0072,1
AT055,CH003,0072,1
AT055,SE069,0072,1
AT055,DK035,0072,1
AT055,NL034,0072,1
AT055,DK089,0072,1
AT055,ES312,0072,1
AT055,DK001,0072,1
AT055,FI080,0072,1
AT055,CH005,0122,3
AT055,DE284,0122,1
AT055,NL076,0124,1
AT055,CH011,0124,1
AT055,CH014,0134,4
AT055,DE242,0134,4
AT055,ES255,0134,3
AT055,DE228,0134,2
AT055,LI001,0134,2
AT055,DE587,0134,1
AT055,DE232,0134,1
AT055,DE266,0134,1
AT055,FR164,0134,1
AT055,DE610,0134,1
AT055,ES148,0134,1
AT055,ES146,0134,1
AT055,DE599,0134,1
AT055,DE231,0134,1
AT055,DE601,0134,1
AT055,DE226,0134,1
AT055,DE185,0134,1
AT055,CH024,0134,1
AT055,CH014,0152,2
AT055,DE136,0154,1
AT055,CH005,0184,1
AT055,IT193,0186,1
AT055,DE616,0186,1
AT055,PL054,0203,1
AT055,CH007,0223,4
AT055,CH001,0223,1
AT055,DE257,0407,1
AT055,DE062,0408,1
AT055,CH014,0429,1
AT055,CH009,0429,1
AT055,FR239,0493,1
AT055,FR069,0493,1
AT055,FR025,0493,1
AT055,UK077,0512,1
AT055,FR033,0519,1
AT055,ES148,0519,1
AT055,ES244,0541,1
AT055,FI073,0561,1
AT055,HU026,0575,1
AT055,IT070,0575,1
AT055,SE060,0582,4
AT055,CH005,0582,2
AT055,BY023,0582,1
AT055,FR167,0582,1
AT055,PL054,0582,1
AT055,NL011,0582,1
AT055,CH015,0582,1
AT055,DE456,0582,1
AT055,PL015,0582,1
AT055,LT020,0582,1
AT055,DK071,0582,1
AT055,DE284,0582,1
AT055,IT064,0582,1
AT055,FR100,0582,1
AT055,CH002,0582,1
AT055,CH012,0582,1
AT055,DE284,0590,1
AT055,DK032,0591,2
AT055,CH004,0592,93
AT055,CH010,0592,6
AT055,FR170,0592,5
AT055,DE284,0592,5
AT055,CH012,0592,3
AT055,DE220,0592,2
AT055,DE600,0592,1
AT055,DE183,0592,1
AT055,CH001,0592,1
AT055,DE226,0592,1
AT055,DE129,0592,1
AT055,FI080,0606,3
AT055,FI077,0606,2
AT055,SE068,0606,2
AT055,CH014,0615,3
AT055,CH004,0615,2
AT055,CH013,0615,1
AZ033,DK088,0203,1
AZ039,NL065,0179,1
AZ048,NL002,0189,1
BA001,HU004,0104,2
BA001,HU004,0108,1
BA001,HU004,0121,1
BA001,PL018,0122,1
BA001,HU004,0124,1
BA001,HU004,0144,1
BA001,NL055,0159,1
BA001,SE055,0184,1
BA001,UK001,0184,1
BA001,FI079,0184,1
BA001,NL094,0189,1
BA001,NL002,0189,1
BA001,IT146,0429,1
BA001,HU030,0429,1
BA001,PL054,0429,1
BA001,FI070,0429,1
BA001,FI078,0582,2
BA001,HU026,0582,1
BA001,FI045,0582,1
BA003,DK084,0072,1
BE001,UK084,0071,2
BE001,UK001,0072,1
BE001,BE005,0072,1
BE001,UK065,0072,1
BE001,NL041,0095,1
BE001,BE005,0122,8
BE001,BE003,0122,4
BE001,UK019,0122,1
BE001,NL071,0122,1
BE001,NL024,0122,1
BE001,NL068,0122,1
BE001,UK078,0122,1
BE001,NL076,0122,1
BE001,BE011,0122,1
BE001,BE015,0122,1
BE001,FR051,0122,1
BE001,FR041,0122,1
BE001,BE016,0122,1
BE001,BE033,0122,1
BE001,BE008,0122,1
BE001,NL076,0124,3
BE001,NL038,0144,1
BE001,NL034,0152,1
BE001,DK041,0158,1
BE001,BE002,0159,1
BE001,BE006,0161,1
BE001,FR051,0173,1
BE001,BE005,0179,1
BE001,NL096,0184,2
BE001,BE005,0184,1
BE001,UK001,0184,1
BE001,BE017,0184,1
BE001,BE005,0186,69
BE001,BE003,0186,4
BE001,UK001,0186,2
BE001,DK111,0186,1
BE001,BE004,0186,1
BE001,NL073,0186,1
BE001,BE010,0186,1
BE001,FR045,0186,1
BE001,BE003,0194,2
BE001,DK088,0198,1
BE001,NL038,0203,1
BE001,NL001,0206,1
BE001,BE004,0206,1
BE001,DE287,0206,1
BE001,DE289,0206,1
BE001,NL020,0206,1
BE001,BE005,0206,1
BE001,FI077,0215,1
BE001,BE003,0424,4
BE001,BE004,0424,1
BE001,FR129,0424,1
BE001,NL019,0429,1
BE001,UK001,0429,1
BE001,NL020,0450,9
BE001,NL001,0450,6
BE001,FR051,0450,5
BE001,NL032,0450,4
BE001,NL024,0450,2
BE001,NL028,0450,2
BE001,FR062,0450,2
BE001,NL013,0450,2
BE001,NL009,0450,2
BE001,NL002,0450,2
BE001,UK077,0450,2
BE001,NL019,0450,1
BE001,DE289,0450,1
BE001,NL073,0450,1
BE001,NL021,0450,1
BE001,NL077,0450,1
BE001,NL039,0450,1
BE001,NL026,0450,1
BE001,BE011,0450,1
BE001,BE005,0450,1
BE001,NL094,0450,1
BE001,NL027,0450,1
BE001,NL068,0450,1
BE001,BE018,0450,1
BE001,BE006,0450,1
BE001,DE304,0450,1
BE001,DE288,0450,1
BE001,BE006,0469,1
BE001,ES210,0469,1
BE001,DK025,0470,1
BE001,BE018,0470,1
BE001,FI089,0470,1
BE001,FR045,0470,1
BE001,DE304,0470,1
BE001,FR101,0470,1
BE001,DK111,0470,1
BE001,DK083,0470,1
BE001,NL071,0477,1
BE001,FR032,0477,1
BE001,NL001,0485,4
BE001,NL034,0485,1
BE001,NL032,0486,2
BE001,BE006,0493,3
BE001,BE018,0493,2
BE001,NL076,0493,2
BE001,ES026,0493,1
BE001,FR060,0493,1
BE001,NL052,0493,1
BE001,NL038,0493,1
BE001,PT016,0493,1
BE001,FR033,0493,1
BE001,FR110,0493,1
BE001,FR109,0493,1
BE001,ES024,0493,1
BE001,ES282,0493,1
BE001,ES070,0493,1
BE001,NL001,0493,1
BE001,BE014,0493,1
BE001,FR032,0493,1
BE001,NL094,0493,1
BE001,FR198,0493,1
BE001,BE004,0493,1
BE001,UK051,0493,1
BE001,NL001,0497,3
BE001,UK041,0497,1
BE001,NL028,0497,1
BE001,FR101,0501,1
BE001,SE055,0501,1
BE001,BE004,0509,1
BE001,SE055,0509,1
BE001,SE055,0512,4
BE001,PL013,0512,3
BE001,FI081,0512,1
BE001,FI046,0512,1
BE001,UK041,0512,1
BE001,DK111,0512,1
BE001,NL009,0512,1
BE001,UK007,0512,1
BE001,BE004,0512,1
BE001,UK040,0512,1
BE001,FR063,0512,1
BE001,FR045,0512,1
BE001,FR051,0512,1
BE001,FR032,0512,1
BE001,SE061,0512,1
BE001,DE289,0512,1
BE001,FR101,0512,1
BE001,DK075,0512,1
BE001,BE004,0517,3
BE001,NL001,0517,2
BE001,FR034,0517,1
BE001,DK038,0517,1
BE001,DE162,0517,1
BE001,BE003,0517,1
BE001,BE005,0519,5
BE001,BE006,0519,2
BE001,DE050,0519,1
BE001,UK072,0519,1
BE001,DK111,0519,1
BE001,BE003,0519,1
BE001,FR031,0519,1
BE001,NL075,0519,1
BE001,NL038,0519,1
BE001,FR101,0519,1
BE001,FR051,0538,1
BE001,FR025,0541,1
BE001,UK077,0541,1
BE001,BE003,0541,1
BE001,NL031,0541,1
BE001,DK111,0546,2
BE001,NL009,0546,2
BE001,UK077,0546,1
BE001,DE288,0546,1
BE001,BE007,0546,1
BE001,FR062,0548,1
BE001,FR063,0548,1
BE001,NL010,0548,1
BE001,FR061,0548,1
BE001,BE005,0553,1
BE001,BE003,0553,1
BE001,FR051,0556,2
BE001,BE004,0556,1
BE001,UK001,0556,1
BE001,DE288,0556,1
BE001,BE018,0556,1
BE001,NL020,0561,3
BE001,DE288,0561,2
BE001,UK007,0561,1
BE001,FI047,0561,1
BE001,PL013,0561,1
BE001,PL012,0561,1
BE001,FI045,0561,1
BE001,NL001,0561,1
BE001,BE004,0561,1
BE001,UK220,0569,2
BE001,BE004,0582,16
BE001,BE018,0582,10
BE001,NL038,0582,8
BE001,BE006,0582,8
BE001,NL020,0582,8
BE001,PL080,0582,6
BE001,DE304,0582,5
BE001,BE002,0582,5
BE001,SE060,0582,5
BE001,NL056,0582,4
BE001,BE003,0582,4
BE001,DK001,0582,3
BE001,FI076,0582,3
BE001,NL071,0582,3
BE001,NL025,0582,3
BE001,FI078,0582,3
BE001,DE045,0582,3
BE001,FI091,0582,2
BE001,PL015,0582,2
BE001,PL054,0582,2
BE001,FI028,0582,2
BE001,FI068,0582,2
BE001,UK073,0582,2
BE001,LT002,0582,2
BE001,BE010,0582,2
BE001,UK007,0582,2
BE001,NL082,0582,2
BE001,DK110,0582,2
BE001,NL028,0582,2
BE001,DE275,0582,1
BE001,LT009,0582,1
BE001,NL022,0582,1
BE001,BE007,0582,1
BE001,FI059,0582,1
BE001,DE284,0582,1
BE001,BE021,0582,1
BE001,RU012,0582,1
BE001,BE008,0582,1
BE001,DE021,0582,1
BE001,LT003,0582,1
BE001,NL014,0582,1
BE001,SE007,0582,1
BE001,NL052,0582,1
BE001,BE005,0582,1
BE001,BE012,0582,1
BE001,NL010,0582,1
BE001,NL089,0582,1
BE001,BE024,0582,1
BE001,RU227,0582,1
BE001,DK011,0582,1
BE001,FI054,0582,1
BE001,NL065,0582,1
BE001,PL014,0582,1
BE001,DK031,0582,1
BE001,NL049,0582,1
BE001,NL032,0582,1
BE001,DE050,0582,1
BE001,NL001,0582,1
BE001,EE059,0582,1
BE001,UK074,0582,1
BE001,NL054,0582,1
BE001,DE293,0582,1
BE001,FI060,0582,1
BE001,DE055,0582,1
BE001,DE205,0582,1
BE001,DE274,0582,1
BE001,NL034,0582,1
BE001,NL024,0582,1
BE001,NL097,0582,1
BE001,DK088,0582,1
BE001,DK109,0582,1
BE001,NL027,0582,1
BE001,NL031,0582,1
BE001,DK111,0582,1
BE001,SE050,0582,1
BE001,FI074,0582,1
BE001,SE070,0582,1
BE001,IT064,0582,1
BE001,DE049,0582,1
BE001,FI055,0582,1
BE001,DE040,0582,1
BE001,SE057,0582,1
BE001,BE006,0590,3
BE001,BE004,0590,3
BE001,DE304,0590,2
