"","Actitis hypoleucos","Alca torda","Anas acuta","Anas clypeata","Anas crecca","Anas penelope","Anas platyrhynchos","Anas querquedula","Anas strepera","Anser albifrons","Anser anser","Anser brachyrhynchus","Anser fabalis","Ardea cinerea","Ardea purpurea","Arenaria interpres","Aythya ferina","Aythya fuligula","Botaurus stellaris","Branta bernicla","Branta canadensis","Branta leucopsis","Bucephala clangula","Calidris alba","Calidris alpina","Calidris canutus","Calidris ferruginea","Calidris minuta","Cepphus grylle","Charadrius alexandrinus","Charadrius dubius","Charadrius hiaticula","Chlidonias niger","Ciconia ciconia","Cygnus columbianus","Cygnus cygnus","Cygnus olor","Fulica atra","Gallinago gallinago","Gallinula chloropus","Grus grus","Haematopus ostralegus","Hydroprogne caspia","Larus argentatus","Larus canus","Larus fuscus","Larus marinus","Larus melanocephalus","Larus ridibundus","Limosa lapponica","Limosa limosa","Lymnocryptes minimus","Mergus merganser","Mergus serrator","Morus bassanus","Numenius arquata","Numenius phaeopus","Nycticorax nycticorax","Phalacrocorax aristotelis","Phalacrocorax carbo","Philomachus pugnax","Platalea leucorodia","Pluvialis apricaria","Pluvialis squatarola","Podiceps cristatus","Rallus aquaticus","Recurvirostra avosetta","Rissa tridactyla","Scolopax rusticola","Somateria mollissima","Stercorarius skua","Sterna hirundo","Sterna paradisaea","Sternula albifrons","Tachybaptus ruficollis","Tadorna tadorna","Thalasseus sandvicensis","Tringa erythropus","Tringa glareola","Tringa nebularia","Tringa ochropus","Tringa totanus","Uria aalge","Vanellus vanellus"
"Cygnus cygnus",1,1,0.950035105267713,0.951013513513514,0.956305170239596,0.989898132427843,0.897840360112352,1,1,0.86912944531838,0.899514368766427,0.971928556368784,0.943233955605089,0.911304700623237,1,0.785607755406413,0.908433070197776,0.958337486295226,0.878699788583509,0.92984934086629,1,0.897381457891012,1,0.717268118103191,0.972853807119842,0.81989247311828,0.89224318658281,0.602281368821293,0.92656023222061,1,0.803298969072165,0.92256162915327,1,0.848188280587146,0.764021603656004,0,0.906021226569395,0.942870922735077,0.987555094633135,0.891748366013072,0.883810505139717,0.880839625893196,1,0.915727459016394,0.931054470019372,0.941345261203477,0.95454148089868,1,0.901225049382333,0.722926267281106,0.773520935751822,1,1,0.753563218390805,1,0.961692692362127,0.885910815939279,0,0.71693612509939,0.944139704572242,0.965844007081121,0.701226309921962,0.983136124595469,0.795739348370927,0,0.669491525423729,0.83781594987426,0.753205128205128,0.926675931440673,0.933494363929146,1,0.913069248246567,0.848691657234171,0.906005696624447,1,0.863246753246754,0.89233021645582,0.641547861507128,0.902442333785618,0.86060606060606,1,0.942552299305782,0.970791986519378,0.858363589687168
"Cygnus olor",0.877872752844593,0.948452614713712,0.932232420767397,0.89081234777454,0.956059034965499,0.93551315617884,0.96328740625589,0.93686361617059,0.912453392990306,0.925012631957982,0.915904965469184,0.757703081232493,0.953339514274362,0.936702025836905,0.851622232501814,0.821595586793985,0.931325317647702,0.908973753309398,0.884752754066708,0.81915924818892,0.823832732694204,0.868695481772972,0.890562879263444,0.703527245875439,0.910655700101306,0.817841646707625,0.862137267192124,0.89238308864958,0.955910840254742,0.587454859475585,0.883711340206185,0.862728103004467,0.678897665592869,0.902287685326605,0.739607658983992,0.906021226569395,0,0.928660435055762,0.926381960033906,0.887685405194747,0.777235566454689,0.866529265004417,1,0.910547550092426,0.92855386934151,0.912857724426857,0.901429402498599,0.910469989263325,0.941121985342056,0.737008033832266,0.801212179867168,0.898283734844906,0.888051207199004,0.825429896041979,0.818951147583023,0.912090480097937,0.950442374854482,0.273243435060327,0.744275194189448,0.946678339163148,0.904273607663695,0.752082088765506,0.79614811521902,0.835081464802827,0.675058473729925,0.93278085459029,0.770644792749772,0.813478578460953,0.925159891899603,0.911340528418462,1,0.865887565528284,0.78959506570126,0.796700126304593,0.625590320750249,0.894812676023004,0.869548201258649,0.823893289126297,0.8803714602102,0.872267892425343,0.954995711835335,0.844779826153406,0.955774199960246,0.850169106430257
"Fulica atra",0.930345370869439,0.971737059383932,0.916477046097742,0.906393994706227,0.922682301325295,0.902440295153927,0.905730505300142,0.939932318104908,0.839796560175245,0.949203786838921,0.93692559204073,0.976280786931674,0.948987332587199,0.940429586475377,0.897989502850474,0.853391356542617,0.913647183284845,0.876535574030357,0.879043213869841,0.861910063710026,0.872870249017038,0.939414631118285,0.898568382576912,1,0.946307578431931,0.932236076475478,0.966182048040455,0.944980028230771,1,0.745258906314095,0.88183220441285,0.929428161508506,0.872282217422606,0.940446741196938,0.940900204012241,0.942870922735077,0.928660435055762,0,0.937000719043593,0.874859528812399,0.970449561403509,0.914979022717272,1,0.92498084787737,0.932786174891683,0.937004562471407,0.928941222415489,0.938704028021017,0.944713169825913,0.795364819418044,0.902283855005874,0.811892236569425,0.83879781420765,0.816455525968961,0.884222333000998,0.930991253523289,0.926840743354505,1,0.858813700918964,0.96545389819652,0.912104470115519,0.887211689409491,0.926302657537426,0.865660184237462,0.73172665292532,0.917807426272682,0.874688466565461,0.858937920718026,0.936982401656315,0.901429063253107,1,0.903979080409675,0.766449020592667,0.890135396518376,0.692291349456464,0.883328261696463,0.920839033287734,0.826353826353827,0.913070646448059,0.817376322914104,0.941418495297806,0.916556091351392,0.971102564102564,0.916000734259316
"Gallinago gallinago",0.906160735165473,0.970220410419402,0.960067173068285,0.93016554504234,0.958125960202758,0.943382131295789,0.946607137850727,0.939206226797468,0.921031276415892,0.962334769883897,0.952150056926039,0.938728492805032,0.974504920020078,0.957894907504985,0.89624098144353,0.932383924672198,0.933238549812126,0.934583506009117,0.912670662670663,0.884927881434432,0.854488813367319,0.914608954650269,1,1,0.934035082008569,0.913155472209111,0.880303285593934,0.926462604137414,1,0.863444639718805,0.904202430526047,0.908109666457432,0.942854147006396,0.964744709175487,0.943341121495327,0.987555094633135,0.926381960033906,0.937000719043593,0,0.920223932820154,0.938907657657658,0.937634806187219,1,0.944790144860194,0.921433176335288,0.963627195891782,0.935146951663833,0.927920463960232,0.951475479073653,0.849308215430313,0.909345843545215,0.897483564584003,0.834833483348335,0.895071542130366,1,0.912565344125654,0.843282175044308,1,0.864904718693284,0.979420757649144,0.91593837648876,0.90574114487158,0.952451048465492,0.903491261076245,0.846661288026198,0.911753819234134,0.892917251051893,0.890438825922697,0.963347867422876,0.921955257643654,1,0.941190800315254,0.895482109152243,0.883811907062196,0.828121574489287,0.908268287628652,0.938057040998217,0.853874636339593,0.911037456017101,0.881645896320331,0.817837837837838,0.925661105436385,0.92824373820711,0.956226597916738
"Gallinula chloropus",0.897132663847781,0.899805447470818,0.946890756302521,0.920552142075583,0.943591507905789,0.944189852700491,0.910918259694806,0.947539352800047,0.899919699082878,0.946149779214209,0.942570580551318,0.896243171688059,0.941045910611128,0.923807229799624,0.967721518987341,0.884703720716582,0.874847692295753,0.882282690146122,0.92079207920792,0.85953177257525,0.820817843866171,0.940993625204151,0.892480359147026,0.925472703588204,0.933393203891266,0.943393603836309,0.958908382066277,0.845238095238095,1,0.814056684798168,0.850348694106386,0.903120447640519,0.853190468575084,0.920881329607833,0.918237281984985,0.891748366013072,0.887685405194747,0.874859528812399,0.920223932820154,0,1,0.938120785365672,1,0.926810738192852,0.893786499880253,0.929214929214929,0.874358213017605,0.885984882979692,0.934015053025745,0.678327228327229,0.869072491294713,0.852787359519306,0.71731234866828,0.908492881688758,0.79585326953748,0.900568680011023,0.825367329299914,1,0.770007136303395,0.96055382485289,0.896440872560275,0.921407726313965,0.924409237379162,0.858383766464934,0.772322830524442,0.872038187255579,0.886868614447034,1,0.926442059346841,0.913327820792303,1,0.912995699952222,0.831954350927247,0.893807271652379,0.843733237976041,0.905776158992835,0.915346236087505,0.837710879886858,0.878146329411039,0.909408092060967,0.799154334038055,0.897937831648482,0.884147581662125,0.896439234011736
"Grus grus",0.716832187420422,1,1,1,0.978010700645422,1,0.965061861215708,1,0.836226851851852,0.858978980332079,0.891927282858535,0,0.987384297737573,0.932359614293818,1,1,1,0.865075308901782,1,1,0.603166226912929,1,0.718694885361551,0,1,1,1,1,1,0,1,0.73698175787728,1,0.805317291246326,1,0.883810505139717,0.777235566454689,0.970449561403509,0.938907657657658,1,0,1,1,0.793290859682447,0.892542288142655,0.779001660984352,0.868176538908247,1,0.962554587786812,0,1,1,0,0.335456475583864,0,1,0,0,0,0.877466813928773,1,1,0,0,0,1,0,0,1,1,0,0.60814479638009,1,0.602714932126696,0,1,0.66815144766147,1,0.802640264026403,1,1,1,1,1
"Haematopus ostralegus",0.87988831665839,0.923424139355988,0.954810134018109,0.939472853535354,0.944441168784138,0.95875084658088,0.918486756017716,0.93960310612597,0.95337687727717,0.880175203807649,0.889278161790234,0.892333632159205,0.951171479451098,0.920895450213162,0.934676102340773,0.80420787279426,0.962966105002045,0.949208753566648,0.932797646369182,0.741177465026837,0.876048248133256,0.846892742543955,0.958566629339305,0.642581231538287,0.905957465299332,0.785296701759932,0.849865133446905,0.944977113948447,0.960483267900541,0.797588016543287,0.849524032459426,0.908604514229637,0.793206420306084,0.918004076173284,0.845160510523754,0.880839625893196,0.866529265004417,0.914979022717272,0.937634806187219,0.938120785365672,1,0,1,0.888307552320291,0.947531462697114,0.936408340312225,0.960101275498018,0.901417855168024,0.904127917985155,0.786519562267997,0.862581899900747,0.879151838671412,1,0.812516274628939,0.866383600846087,0.940122016805571,0.91412708394043,1,0.846967073496909,0.962867801349388,0.893353047526332,0.797582405878907,0.868808695237641,0.832939620145516,0.880205234979179,0.920046484601975,0.847979143710851,0.838942865669662,0.939743200582808,0.882701883983932,0.920988018071106,0.918010189298143,0.829030515798001,0.873172784707915,0.824979768006474,0.887223661871146,0.887887635129803,0.837297681539808,0.845145469407526,0.89460545461827,0.893096646942801,0.914532754738783,0.926760093426761,0.911956070809632
"Hydroprogne caspia",1,0.947712418300653,1,1,0.964115189158668,1,1,1,0.869818181818182,1,1,0,1,1,1,1,1,0.88740612674915,0,0,1,1,0.775039745627981,1,1,1,1,1,0.878388068263301,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.822520711958046,0.791427549194991,0.913553113553114,0.817808734324161,1,0.954275873246359,1,0.716916600894501,0,1,1,1,1,1,0,0,0.880627384484951,1,1,1,1,0,0,1,0,1,0.900419890444828,0,0.968327735686949,0.942938822184105,1,1,1,1,1,1,1,0,1,1,1
"Larus argentatus",0.930532148846588,0.88017853544759,0.939858490566037,0.958616972872206,0.973019666897218,0.961827162560354,0.975134132452753,0.946302599863844,0.948409393637574,0.951449426374642,0.942581435653656,0.920603119430653,0.958820771566351,0.939276469794444,0.981263720884747,0.859977202742476,0.96608480646187,0.936157927153616,0.925374358974359,0.803775681400725,0.873224310471076,0.919832694318577,0.945145707769926,0.798193789537751,0.939169375441702,0.860409876815998,0.865553003356121,0.934975947436349,0.865936469100309,0.788928752330634,0.956661587946503,0.926609966548528,0.909739680480091,0.942042777080921,0.911703619057274,0.915727459016394,0.910547550092426,0.92498084787737,0.944790144860194,0.926810738192852,0.793290859682447,0.888307552320291,0.822520711958046,0,0.965598020041153,0.918302957601203,0.912974365902064,0.915049599395268,0.955823534977335,0.817618600713603,0.889478609429634,0.896016179859837,0.828653412584545,0.871238632003501,0.806497396260552,0.934210623209644,0.953040274516887,0.750536097212295,0.650886759198061,0.955860711260191,0.933751773787199,0.804648823458664,0.858968296840909,0.883117655464413,0.821114369501466,0.915416758571674,0.820375416134862,0.748228090531643,0.951329238627949,0.856807698878195,0.87942946656773,0.908177890698062,0.862579194457528,0.856494060968074,0.822571570944046,0.8928560872582,0.841093728934583,0.870335013200167,0.901326193858354,0.909959604874572,0.906378417009112,0.913752935632904,0.922353136840724,0.932480374256928
"Larus canus",0.937344805802673,0.96532637781512,0.952912736548616,0.94955251122611,0.96523563772472,0.969877199262507,0.960821598147996,0.930069268143708,0.972242171590827,0.948248096651065,0.94372799552044,0.927031412523404,0.949397030994723,0.952864418695631,0.987709877780004,0.888999118165785,0.942748015873016,0.9357081078825,0.951173381778365,0.879074994174552,0.931924666972899,0.934151570784815,0.942758186085516,0.968727633100259,0.928455730515171,0.898296825296763,0.882832480818414,0.93786423705163,0.914320959964113,0.821170731707316,0.89474749037506,0.934136669203349,0.8203201568115,0.954239948791416,0.932011910985839,0.931054470019372,0.92855386934151,0.932786174891683,0.921433176335288,0.893786499880253,0.892542288142655,0.947531462697114,0.791427549194991,0.965598020041153,0,0.971848529362857,0.96220646886046,0.970843238049182,0.934299505404272,0.821913670030657,0.889637398373983,0.948607215980455,0.932864825778461,0.864543863653656,0.858764265789959,0.93846731686027,0.887576060681837,1,0.758494066715627,0.942400140928428,0.926869781058269,0.845778033074342,0.936443753735803,0.904310700623247,0.809108682414026,0.861937167043713,0.892679222919791,0.885214007782101,0.968122623897451,0.889619345394978,0.903614840708668,0.957439369069241,0.897543934695042,0.864536470588236,0.802616088947024,0.915734150047571,0.898443175488321,0.757692287812769,0.861548495503347,0.890567958180486,0.887383993885795,0.936571662118186,0.976898188901771,0.933362413063013
