iba_label,degree_in,strength_in,betweenness,log.degree_in,log.strength_in,log.betweenness,species_name,pc1,is_flu
NL017,1,1,0,0.693147180559945,0.693147180559945,0,Fulica_atra,0.542430059512254,0
NL091,3,3,0,1.38629436111989,1.38629436111989,0,Fulica_atra,-0.297076430163706,0
NL107,6,6,0,1.94591014905531,1.94591014905531,0,Fulica_atra,-0.974856126702894,1
NL052,3,3,0,1.38629436111989,1.38629436111989,0,Fulica_atra,-0.297076430163706,0
NL077,1,1,0,0.693147180559945,0.693147180559945,0,Fulica_atra,0.542430059512254,0
NL028,1,1,0,0.693147180559945,0.693147180559945,0,Fulica_atra,0.542430059512254,0
NL013,5,13,39.1321428571429,1.79175946922805,2.63905732961526,3.69217758073865,Larus_fuscus,-2.07873357351527,0
NL053,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL089,2,2,19.0416666666667,1.09861228866811,1.09861228866811,2.99781343975782,Larus_fuscus,-0.636852616001395,0
BE024,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL094,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL052,2,2,170.15,1.09861228866811,1.09861228866811,5.14254036497619,Larus_fuscus,-1.12921387642971,1
NL076,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL058,1,6,0,0.693147180559945,1.94591014905531,0,Larus_fuscus,-0.112519105029138,0
NL015,1,4,0,0.693147180559945,1.6094379124341,0,Larus_fuscus,0.0633898384888171,1
NL038,1,3,0,0.693147180559945,1.38629436111989,0,Larus_fuscus,0.180050121544256,0
NL034,1,2,0,0.693147180559945,1.09861228866811,0,Larus_fuscus,0.330451384787316,0
NL028,1,1,0,0.693147180559945,0.693147180559945,0,Larus_fuscus,0.542430059512254,0
NL072,1,1,0,0.693147180559945,0.693147180559945,0,Larus_fuscus,0.542430059512254,0
NL028,10,24,392.338924963925,2.39789527279837,3.2188758248682,5.97467164470053,Calidris_alpina,-3.32308551063953,0
NL013,11,17,897.250202353546,2.484906649788,2.89037175789616,6.80044865126891,Calidris_alpina,-3.40080867579068,0
NL014,7,11,253.357027210835,2.07944154167984,2.484906649788,5.53873889900128,Calidris_alpina,-2.62008032892186,0
NL015,0,0,0,0,0,0,Calidris_alpina,1.38193654918822,1
NL034,0,0,0,0,0,0,Calidris_alpina,1.38193654918822,0
LT006,1,1,266.902380952381,0.693147180559945,0.693147180559945,5.59062266397796,Calidris_alpina,-0.740999541267816,0
NL076,1,1,0,0.693147180559945,0.693147180559945,0,Calidris_alpina,0.542430059512254,0
NL048,10,31,208,2.39789527279837,3.46573590279973,5.34233425196481,Anser_anser,-3.30698027806963,0
NL038,72,674,2210.36149487767,4.29045944114839,6.51471269087253,7.70136366585472,Anser_anser,-6.74529802574393,0
NL015,25,98,894.230032222679,3.25809653802148,4.59511985013459,6.79708070449429,Anser_anser,-4.82350797771424,0
NL055,24,163,18,3.2188758248682,5.0998664278242,2.94443897916644,Anser_anser,-4.17594955739413,0
NL034,15,28,403.75119047619,2.77258872223978,3.36729582998647,6.0032725338164,Anser_anser,-3.66516542885857,0
NL028,12,82,249.996384987561,2.56494935746154,4.4188406077966,5.52543853658807,Anser_anser,-3.96229328010872,0
NL013,2,3,0,1.09861228866811,1.38629436111989,0,Anser_anser,-0.099051019303296,0
BE024,0,0,0,0,0,0,Anser_anser,1.38193654918822,0
NL094,11,1325,198.666666666667,2.484906649788,7.18992217074581,5.29664930944734,Anser_anser,-5.30340508872096,1
NL077,1,1,16.1666666666667,0.693147180559945,0.693147180559945,2.84296951900158,Anser_anser,-0.110225548656777,0
NL073,4,16,41.623899629782,1.6094379124341,2.83321334405622,3.75241512013339,Anser_anser,-2.06856699286581,0
NL089,3,4,88.1619047619048,1.38629436111989,1.6094379124341,4.49045387170249,Anser_anser,-1.44460246221958,0
NL052,0,0,0,0,0,0,Anser_anser,1.38193654918822,0
NL050,5,75,82.2597970656794,1.79175946922805,4.33073334028633,4.42196580440714,Anser_anser,-3.13068434136333,0
NL078,1,1,39.25,0.693147180559945,0.693147180559945,3.69511000386457,Anser_anser,-0.305849969768764,0
NL063,12,33,305.37619047619,2.56494935746154,3.52636052461616,5.72481372752393,Anser_anser,-3.54147157390839,0
NL076,2,2,17.3333333333333,1.09861228866811,1.09861228866811,2.90872089656436,Anser_anser,-0.616399794550932,0
NL107,11,27,0,2.484906649788,3.3322045101752,0,Anser_anser,-2.07063322522861,0
NL074,2,7,0,1.09861228866811,2.07944154167984,0,Anser_anser,-0.461430957271295,0
NL041,2,2,0,1.09861228866811,1.09861228866811,0,Anser_anser,0.0513502439397648,0
NL053,1,1,0,0.693147180559945,0.693147180559945,0,Anser_anser,0.542430059512254,0
NL017,2,2,0,1.09861228866811,1.09861228866811,0,Anser_anser,0.0513502439397648,0
NL015,40,284,1042.13330369386,3.71357206670431,5.65248918026865,6.94998425478596,Anser_albifrons,-5.72493214106421,1
NL048,87,1214,1775.65211976264,4.47733681447821,7.10249935577465,7.4824860407074,Anser_albifrons,-7.13098442004962,0
