"species_1","species_2","distance"
"Anas_clypeata","Platalea_leucorodia",0.229098051786423
"Anas_clypeata","Pluvialis_apricaria",0.229098051786423
"Anas_clypeata","Pluvialis_squatarola",0.229098051786423
"Anas_clypeata","Podiceps_cristatus",0.229098051786423
"Anas_clypeata","Rallus_aquaticus",0.229098051786423
"Anas_clypeata","Recurvirostra_avosetta",0.229098051786423
"Anas_clypeata","Rissa_tridactyla",0.229098051786423
"Anas_clypeata","Scolopax_rusticola",0.229098051786423
"Anas_clypeata","Somateria_mollissima",0.124575473368168
"Anas_clypeata","Stercorarius_skua",0.229098051786423
"Anas_clypeata","Sterna_hirundo",0.229098051786423
"Anas_clypeata","Sterna_paradisaea",0.229098051786423
"Anas_clypeata","Sternula_albifrons",0.229098051786423
"Anas_clypeata","Tachybaptus_ruficollis",0.229098051786423
"Anas_clypeata","Tadorna_tadorna",0.141882419586182
"Anas_clypeata","Thalasseus_sandvicensis",0.229098051786423
"Anas_clypeata","Tringa_erythropus",0.229098051786423
"Anas_clypeata","Tringa_glareola",0.229098051786423
"Anas_clypeata","Tringa_nebularia",0.229098051786423
"Anas_clypeata","Tringa_ochropus",0.229098051786423
"Anas_clypeata","Tringa_totanus",0.229098051786423
"Anas_clypeata","Uria_aalge",0.229098051786423
"Anas_clypeata","Vanellus_vanellus",0.229098051786423
"Anas_crecca","Anas_penelope",0.0670372098684311
"Anas_crecca","Anas_platyrhynchos",0.045819453895092
"Anas_crecca","Anas_querquedula",0.0872013568878174
"Anas_crecca","Anas_strepera",0.0670372098684311
"Anas_crecca","Anser_albifrons",0.158329948782921
"Anas_crecca","Anser_anser",0.158329948782921
"Anas_crecca","Anser_brachyrhynchus",0.158329948782921
"Anas_crecca","Anser_fabalis",0.158329948782921
"Anas_crecca","Ardea_cinerea",0.229098051786423
"Anas_crecca","Ardea_purpurea",0.229098051786423
"Anas_crecca","Arenaria_interpres",0.229098051786423
"Anas_crecca","Aythya_ferina",0.106364198029041
"Anas_crecca","Aythya_fuligula",0.106364198029041
